transaction_date,transaction_id,customer_name,item_name,quantity,amount,transaction_status,location
2025-10-21,DOC697,Avamba,Server License,9,4113.0,Voided,Remote
2025-03-02,DOC698,Yombu,Cloud Subscription,3,522.0,Voided,California Office
2025-03-16,DOC699,Tagtune,Cloud Subscription,14,2436.0,Voided,California Office
2025-12-01,DOC700,Ntag,Server License,12,5484.0,Voided,California Office
2025-10-29,DOC701,Bubblemix,Cloud Subscription,19,3306.0,Voided,New York Warehouse
2025-09-05,DOC702,Youfeed,Cloud Subscription,11,1914.0,Open,Remote
2025-10-07,DOC703,Katz,Cloud Subscription,4,696.0,Voided,Texas DC
2025-11-29,DOC704,Yoveo,Server License,5,2285.0,Voided,California Office
2025-09-24,DOC705,Quire,Server License,5,2285.0,Voided,New York Warehouse
2025-11-13,DOC706,Feedfish,Access Point,2,326.0,Open,Remote
2025-02-18,DOC707,Jabberstorm,Cloud Subscription,18,3132.0,Voided,Texas DC
2025-05-30,DOC708,Demizz,Switch,6,1596.0,Paid In Full,New York Warehouse
2025-09-29,DOC709,Skiptube,Cloud Subscription,11,1914.0,Voided,Remote
2025-07-05,DOC710,Wikido,Server License,16,7312.0,Paid In Full,New York Warehouse
2025-08-12,DOC711,Topicstorm,Router,9,2601.0,Voided,Texas DC
2025-06-26,DOC712,Cogidoo,Server License,2,914.0,Voided,California Office
2025-01-03,DOC713,Digitube,Access Point,6,978.0,Paid In Full,Texas DC
2025-10-27,DOC714,Rhynoodle,Router,19,5491.0,Open,Texas DC
2025-11-05,DOC715,Wordware,Firewall,18,7488.0,Open,New York Warehouse
2025-03-21,DOC716,Vimbo,Router,14,4046.0,Paid In Full,New York Warehouse
2025-12-13,DOC717,Blogpad,Router,7,2023.0,Paid In Full,Texas DC
2025-02-17,DOC718,Aivee,Cloud Subscription,10,1740.0,Voided,Remote
2025-06-23,DOC719,Voomm,Switch,8,2128.0,Voided,California Office
2025-03-25,DOC720,Brainsphere,Access Point,6,978.0,Open,Remote
2025-08-09,DOC721,JumpXS,Access Point,16,2608.0,Open,California Office
2025-08-17,DOC722,Omba,Server License,14,6398.0,Open,Remote
2025-10-07,DOC723,Katz,Cloud Subscription,9,1566.0,Open,California Office
2025-10-22,DOC724,Dabshots,Server License,7,3199.0,Open,New York Warehouse
2025-06-13,DOC725,Feednation,Router,17,4913.0,Paid In Full,Remote
2025-05-06,DOC726,Eayo,Server License,4,1828.0,Voided,New York Warehouse
2025-07-17,DOC727,Babblestorm,Access Point,5,815.0,Voided,New York Warehouse
2025-12-15,DOC728,Oozz,Cloud Subscription,19,3306.0,Voided,New York Warehouse
2025-06-03,DOC729,Viva,Access Point,1,163.0,Voided,Texas DC
2025-01-26,DOC730,Twinder,Cloud Subscription,6,1044.0,Open,Texas DC
2025-08-14,DOC731,Tavu,Access Point,15,2445.0,Voided,New York Warehouse
2025-10-10,DOC732,Trilia,Access Point,16,2608.0,Paid In Full,Remote
2025-08-30,DOC733,Aimbu,Router,2,578.0,Paid In Full,New York Warehouse
2025-01-31,DOC734,Plajo,Server License,14,6398.0,Open,Texas DC
2025-11-25,DOC735,Topiclounge,Router,7,2023.0,Paid In Full,Remote
2025-01-11,DOC736,Flashspan,Cloud Subscription,12,2088.0,Paid In Full,Texas DC
2025-06-05,DOC737,Realbuzz,Switch,19,5054.0,Open,Remote
2025-01-15,DOC738,Yozio,Server License,19,8683.0,Voided,Texas DC
2025-02-20,DOC739,Skajo,Server License,5,2285.0,Paid In Full,California Office
2025-04-18,DOC740,Oyoba,Server License,17,7769.0,Open,California Office
2025-04-05,DOC741,Tekfly,Firewall,20,8320.0,Voided,New York Warehouse
2025-09-07,DOC742,Trilia,Cloud Subscription,2,348.0,Paid In Full,New York Warehouse
2025-10-28,DOC743,Bluejam,Firewall,14,5824.0,Open,Texas DC
2025-11-14,DOC744,Oyoba,Router,14,4046.0,Open,New York Warehouse
2025-03-05,DOC745,Vipe,Cloud Subscription,7,1218.0,Open,Texas DC
2025-08-31,DOC746,Zazio,Server License,9,4113.0,Open,Texas DC
2025-12-05,DOC747,BlogXS,Access Point,10,1630.0,Open,Remote
2025-12-07,DOC748,Centimia,Server License,16,7312.0,Voided,Texas DC
2025-03-16,DOC749,Babbleblab,Cloud Subscription,11,1914.0,Voided,New York Warehouse
2025-08-30,DOC750,BlogXS,Server License,16,7312.0,Paid In Full,Remote
2025-07-17,DOC751,Skivee,Firewall,19,7904.0,Paid In Full,California Office
2025-09-23,DOC752,Rhynyx,Access Point,2,326.0,Paid In Full,California Office
2025-01-02,DOC753,Mynte,Router,7,2023.0,Voided,California Office
2025-12-11,DOC754,Babbleopia,Switch,4,1064.0,Open,New York Warehouse
2025-01-16,DOC755,Meemm,Cloud Subscription,2,348.0,Voided,New York Warehouse
2025-06-15,DOC756,Riffwire,Router,3,867.0,Paid In Full,Remote
2025-11-02,DOC757,Rhyloo,Access Point,7,1141.0,Paid In Full,Texas DC
2025-08-29,DOC758,Ooba,Router,12,3468.0,Paid In Full,Remote
2025-09-21,DOC759,Babbleopia,Access Point,1,163.0,Open,New York Warehouse
2025-05-22,DOC760,Babbleopia,Access Point,3,489.0,Paid In Full,Remote
2025-05-14,DOC761,Ailane,Switch,2,532.0,Paid In Full,California Office
2025-06-17,DOC762,Pixonyx,Switch,19,5054.0,Voided,Texas DC
2025-04-04,DOC763,Innotype,Firewall,18,7488.0,Voided,California Office
2025-03-05,DOC764,Feedfire,Router,13,3757.0,Paid In Full,New York Warehouse
2025-03-12,DOC765,Pixoboo,Server License,8,3656.0,Voided,California Office
2025-03-25,DOC766,Bubblebox,Switch,7,1862.0,Voided,California Office
2025-07-16,DOC767,Aimbu,Server License,8,3656.0,Voided,New York Warehouse
2025-05-22,DOC768,Skalith,Access Point,16,2608.0,Paid In Full,Remote
2025-06-07,DOC769,Pixoboo,Cloud Subscription,4,696.0,Paid In Full,New York Warehouse
2025-06-01,DOC770,Yakidoo,Firewall,14,5824.0,Paid In Full,California Office
2025-07-03,DOC771,Npath,Router,13,3757.0,Voided,Remote
2025-05-26,DOC772,Quimba,Server License,19,8683.0,Paid In Full,New York Warehouse
2025-05-12,DOC773,Riffpath,Switch,3,798.0,Paid In Full,California Office
2025-05-17,DOC774,Yozio,Server License,7,3199.0,Paid In Full,California Office
2025-01-05,DOC775,Latz,Firewall,16,6656.0,Voided,New York Warehouse
2025-05-02,DOC776,Zoonoodle,Server License,9,4113.0,Voided,Texas DC
2025-01-04,DOC777,Agivu,Cloud Subscription,1,174.0,Voided,California Office
2025-11-24,DOC778,Twitterwire,Firewall,6,2496.0,Voided,California Office
2025-05-01,DOC779,Camido,Access Point,11,1793.0,Voided,New York Warehouse
2025-01-24,DOC780,Photobean,Cloud Subscription,6,1044.0,Open,Texas DC
2025-07-09,DOC781,Thoughtbridge,Switch,12,3192.0,Paid In Full,Texas DC
2025-09-30,DOC782,Lajo,Switch,18,4788.0,Open,California Office
2025-04-04,DOC783,Dynava,Switch,16,4256.0,Open,Texas DC
2025-12-01,DOC784,Divavu,Server License,3,1371.0,Open,New York Warehouse
2025-01-09,DOC785,Leexo,Switch,16,4256.0,Open,Texas DC
2025-07-12,DOC786,Browsedrive,Firewall,16,6656.0,Paid In Full,Texas DC
2025-11-15,DOC787,Yodo,Server License,6,2742.0,Voided,California Office
2025-04-23,DOC788,Yodoo,Router,19,5491.0,Open,New York Warehouse
2025-09-07,DOC789,Feedfish,Switch,10,2660.0,Open,New York Warehouse
2025-07-18,DOC790,Wordpedia,Server License,19,8683.0,Open,Remote
2025-06-20,DOC791,Yozio,Firewall,13,5408.0,Open,Texas DC
2025-08-08,DOC792,Zoozzy,Router,14,4046.0,Open,New York Warehouse
2025-09-28,DOC793,Teklist,Firewall,19,7904.0,Open,Remote
2025-05-03,DOC794,Meeveo,Firewall,13,5408.0,Voided,California Office
2025-08-28,DOC795,Miboo,Server License,1,457.0,Voided,New York Warehouse
2025-05-26,DOC796,Devcast,Server License,8,3656.0,Paid In Full,Texas DC
2025-02-10,DOC797,Flipbug,Access Point,3,489.0,Open,Texas DC
2025-03-06,DOC798,Yambee,Firewall,6,2496.0,Voided,Texas DC
2025-12-05,DOC799,Voolith,Access Point,5,815.0,Open,New York Warehouse
2025-09-09,DOC800,Roombo,Router,11,3179.0,Open,Texas DC
2025-11-04,DOC801,Thoughtstorm,Firewall,11,4576.0,Voided,Texas DC
2025-05-28,DOC802,Blogspan,Server License,15,6855.0,Voided,Remote
2025-03-31,DOC803,Tagchat,Router,8,2312.0,Voided,Remote
2025-12-12,DOC804,Demizz,Cloud Subscription,18,3132.0,Paid In Full,California Office
2025-09-05,DOC805,Photobean,Router,20,5780.0,Voided,California Office
2025-04-21,DOC806,Gigashots,Access Point,6,978.0,Voided,California Office
2025-07-08,DOC807,Devshare,Access Point,19,3097.0,Voided,Remote
2025-10-27,DOC808,Jabberbean,Cloud Subscription,15,2610.0,Voided,Texas DC
2025-08-16,DOC809,Demimbu,Router,15,4335.0,Open,Remote
2025-04-26,DOC810,Livepath,Switch,1,266.0,Paid In Full,New York Warehouse
2025-04-15,DOC811,Edgeify,Router,9,2601.0,Voided,New York Warehouse
2025-02-25,DOC812,Bubblemix,Firewall,12,4992.0,Open,Remote
2025-11-24,DOC813,Fanoodle,Cloud Subscription,16,2784.0,Voided,New York Warehouse
2025-08-01,DOC814,Flashpoint,Cloud Subscription,9,1566.0,Voided,New York Warehouse
2025-08-09,DOC815,InnoZ,Server License,6,2742.0,Paid In Full,New York Warehouse
2025-04-19,DOC816,Twinder,Router,6,1734.0,Paid In Full,California Office
2025-08-10,DOC817,Vinder,Switch,14,3724.0,Voided,New York Warehouse
2025-02-24,DOC818,Mycat,Server License,19,8683.0,Open,Remote
2025-02-15,DOC819,Bubblemix,Cloud Subscription,6,1044.0,Voided,Texas DC
2025-03-17,DOC820,Gigazoom,Router,7,2023.0,Voided,New York Warehouse
2025-09-21,DOC821,Tagcat,Server License,19,8683.0,Voided,Remote
2025-06-27,DOC822,Flipstorm,Firewall,5,2080.0,Voided,Texas DC
2025-10-24,DOC823,Tagchat,Router,17,4913.0,Paid In Full,California Office
2025-02-12,DOC824,Youopia,Access Point,1,163.0,Open,Remote
2025-03-29,DOC825,Skinte,Cloud Subscription,5,870.0,Voided,Texas DC
2025-04-08,DOC826,Gevee,Router,3,867.0,Voided,Remote
2025-04-05,DOC827,Buzzster,Router,6,1734.0,Open,New York Warehouse
2025-08-29,DOC828,Centidel,Router,17,4913.0,Paid In Full,California Office
2025-06-26,DOC829,Riffpath,Switch,3,798.0,Open,Texas DC
2025-07-25,DOC830,Yata,Firewall,7,2912.0,Open,California Office
2025-11-14,DOC831,Voolith,Access Point,5,815.0,Voided,California Office
2025-03-05,DOC832,Trilia,Access Point,12,1956.0,Voided,Remote
2025-09-10,DOC833,Photospace,Firewall,2,832.0,Paid In Full,Remote
2025-10-16,DOC834,Camimbo,Router,7,2023.0,Voided,California Office
2025-01-02,DOC835,Oyoyo,Router,5,1445.0,Voided,Remote
2025-02-23,DOC836,Feednation,Router,14,4046.0,Voided,Remote
2025-08-21,DOC837,Dynava,Firewall,18,7488.0,Paid In Full,New York Warehouse
2025-08-27,DOC838,Eire,Firewall,20,8320.0,Voided,Remote
2025-01-06,DOC839,Topdrive,Switch,18,4788.0,Voided,New York Warehouse
2025-04-11,DOC840,Dazzlesphere,Firewall,11,4576.0,Open,Remote
2025-10-24,DOC841,Izio,Firewall,18,7488.0,Voided,California Office
2025-08-05,DOC842,JumpXS,Access Point,20,3260.0,Open,Texas DC
2025-10-23,DOC843,Lazz,Router,10,2890.0,Paid In Full,Remote
2025-07-07,DOC844,Yakitri,Switch,11,2926.0,Open,Texas DC
2025-04-05,DOC845,Wordware,Access Point,9,1467.0,Open,Texas DC
2025-10-07,DOC846,Miboo,Server License,1,457.0,Paid In Full,Texas DC
2025-10-22,DOC847,Linklinks,Server License,10,4570.0,Voided,California Office
2025-08-29,DOC848,Pixonyx,Access Point,12,1956.0,Voided,California Office
2025-03-13,DOC849,Brainlounge,Access Point,10,1630.0,Paid In Full,California Office
2025-08-15,DOC850,Skippad,Router,17,4913.0,Open,California Office
2025-12-08,DOC851,Meemm,Switch,7,1862.0,Voided,New York Warehouse
2025-11-29,DOC852,Skinte,Router,18,5202.0,Paid In Full,New York Warehouse
2025-11-12,DOC853,Aimbo,Access Point,6,978.0,Open,New York Warehouse
2025-05-14,DOC854,Edgeify,Server License,17,7769.0,Paid In Full,Texas DC
2025-08-20,DOC855,Photojam,Firewall,6,2496.0,Paid In Full,California Office
2025-01-21,DOC856,Zoombeat,Firewall,1,416.0,Paid In Full,California Office
2025-03-12,DOC857,Jabbercube,Firewall,3,1248.0,Open,Remote
2025-11-22,DOC858,Yozio,Access Point,15,2445.0,Open,Remote
2025-02-27,DOC859,Skaboo,Cloud Subscription,2,348.0,Voided,New York Warehouse
2025-01-01,DOC860,Skibox,Firewall,13,5408.0,Paid In Full,Remote
2025-04-12,DOC861,Chatterbridge,Access Point,15,2445.0,Paid In Full,Texas DC
2025-10-19,DOC862,Vinder,Firewall,16,6656.0,Open,Texas DC
2025-06-16,DOC863,Photobean,Cloud Subscription,7,1218.0,Open,California Office
2025-12-15,DOC864,Skivee,Switch,1,266.0,Voided,Texas DC
2025-03-31,DOC865,Thoughtsphere,Server License,18,8226.0,Paid In Full,California Office
2025-07-09,DOC866,Skidoo,Router,3,867.0,Paid In Full,Remote
2025-01-20,DOC867,Yacero,Access Point,7,1141.0,Open,California Office
2025-03-01,DOC868,Devbug,Firewall,3,1248.0,Paid In Full,Remote
2025-11-13,DOC869,Viva,Cloud Subscription,5,870.0,Voided,New York Warehouse
2025-02-26,DOC870,Mybuzz,Firewall,12,4992.0,Open,Remote
2025-09-24,DOC871,Zoomzone,Cloud Subscription,16,2784.0,Open,California Office
2025-09-14,DOC872,Yotz,Router,9,2601.0,Open,California Office
2025-01-22,DOC873,Realcube,Access Point,2,326.0,Open,Texas DC
2025-10-17,DOC874,Vimbo,Router,14,4046.0,Paid In Full,Texas DC
2025-06-28,DOC875,Aimbo,Switch,2,532.0,Paid In Full,California Office
2025-11-26,DOC876,Blogtag,Server License,15,6855.0,Open,New York Warehouse
2025-03-13,DOC877,Lazz,Switch,17,4522.0,Voided,Remote
2025-01-11,DOC878,Jaxbean,Access Point,14,2282.0,Open,New York Warehouse
2025-08-06,DOC879,Zoomlounge,Router,13,3757.0,Open,California Office
2025-12-15,DOC880,Jaloo,Router,11,3179.0,Open,Remote
2025-03-25,DOC881,Blogpad,Switch,4,1064.0,Paid In Full,New York Warehouse
2025-12-06,DOC882,Mydo,Firewall,10,4160.0,Voided,New York Warehouse
2025-11-12,DOC883,Yabox,Firewall,5,2080.0,Open,California Office
2025-10-26,DOC884,Minyx,Router,2,578.0,Voided,California Office
2025-02-09,DOC885,Oozz,Server License,9,4113.0,Open,New York Warehouse
2025-10-29,DOC886,Wikido,Cloud Subscription,3,522.0,Paid In Full,Remote
2025-07-13,DOC887,Gabvine,Access Point,6,978.0,Voided,California Office
2025-03-26,DOC888,LiveZ,Cloud Subscription,8,1392.0,Open,Remote
2025-03-16,DOC889,Voomm,Switch,1,266.0,Paid In Full,California Office
2025-06-26,DOC890,Jatri,Firewall,16,6656.0,Open,Texas DC
2025-04-24,DOC891,Skaboo,Firewall,13,5408.0,Voided,New York Warehouse
2025-03-07,DOC892,Flashdog,Cloud Subscription,15,2610.0,Paid In Full,Texas DC
2025-02-26,DOC893,Yodel,Access Point,3,489.0,Open,California Office
2025-07-14,DOC894,Riffwire,Firewall,11,4576.0,Paid In Full,Remote
2025-05-02,DOC895,Photobug,Firewall,9,3744.0,Paid In Full,Texas DC
2025-06-09,DOC896,Eamia,Server License,19,8683.0,Open,New York Warehouse
2025-10-24,DOC897,Chatterbridge,Firewall,6,2496.0,Paid In Full,Texas DC
2025-01-21,DOC898,Katz,Cloud Subscription,7,1218.0,Open,New York Warehouse
2025-01-18,DOC899,Bubblebox,Firewall,5,2080.0,Paid In Full,California Office
2025-11-21,DOC900,Feednation,Switch,9,2394.0,Voided,California Office
2025-11-26,DOC901,Jazzy,Cloud Subscription,14,2436.0,Voided,Texas DC
2025-06-23,DOC902,Innotype,Switch,14,3724.0,Paid In Full,New York Warehouse
2025-01-30,DOC903,Mymm,Access Point,5,815.0,Voided,California Office
2025-01-26,DOC904,Eamia,Firewall,3,1248.0,Voided,California Office
2025-09-27,DOC905,Fiveclub,Firewall,11,4576.0,Paid In Full,California Office
2025-01-15,DOC906,Feedfire,Switch,18,4788.0,Paid In Full,New York Warehouse
2025-08-29,DOC907,Gevee,Firewall,1,416.0,Voided,California Office
2025-07-02,DOC908,Aimbu,Firewall,3,1248.0,Voided,New York Warehouse
2025-08-12,DOC909,Gabtune,Firewall,9,3744.0,Voided,New York Warehouse
2025-02-10,DOC910,Latz,Router,5,1445.0,Voided,New York Warehouse
2025-05-24,DOC911,Dynabox,Switch,12,3192.0,Paid In Full,Texas DC
2025-01-20,DOC912,Quaxo,Firewall,11,4576.0,Open,New York Warehouse
2025-11-10,DOC913,Topicblab,Switch,4,1064.0,Open,California Office
2025-02-10,DOC914,Pixonyx,Server License,12,5484.0,Voided,Texas DC
2025-07-16,DOC915,Blogtags,Firewall,10,4160.0,Paid In Full,Remote
2025-05-22,DOC916,Vipe,Access Point,2,326.0,Paid In Full,Remote
2025-06-28,DOC917,Flashset,Access Point,11,1793.0,Paid In Full,Texas DC
2025-02-07,DOC918,Trilia,Server License,16,7312.0,Paid In Full,New York Warehouse
2025-08-14,DOC919,Edgeblab,Server License,7,3199.0,Open,Texas DC
2025-02-21,DOC920,Photojam,Switch,19,5054.0,Paid In Full,Remote
2025-04-06,DOC921,Quire,Router,9,2601.0,Voided,California Office
2025-05-15,DOC922,Babblestorm,Server License,3,1371.0,Paid In Full,Remote
2025-02-19,DOC923,Oba,Server License,20,9140.0,Open,New York Warehouse
2025-09-29,DOC924,Trudeo,Switch,1,266.0,Open,Texas DC
2025-10-01,DOC925,Bubbletube,Switch,9,2394.0,Paid In Full,California Office
2025-06-04,DOC926,Gigabox,Access Point,3,489.0,Paid In Full,Texas DC
2025-10-16,DOC927,Jetwire,Access Point,6,978.0,Paid In Full,Remote
2025-07-05,DOC928,Yakijo,Firewall,1,416.0,Open,Texas DC
2025-01-27,DOC929,Dabvine,Access Point,14,2282.0,Open,Remote
2025-08-15,DOC930,Wordpedia,Switch,13,3458.0,Open,Remote
2025-01-11,DOC931,Yata,Firewall,13,5408.0,Open,California Office
2025-12-02,DOC932,Oodoo,Firewall,2,832.0,Paid In Full,New York Warehouse
2025-11-08,DOC933,Topicblab,Access Point,6,978.0,Paid In Full,New York Warehouse
2025-07-03,DOC934,Tagchat,Firewall,13,5408.0,Voided,California Office
2025-07-23,DOC935,Edgeblab,Firewall,3,1248.0,Paid In Full,New York Warehouse
2025-07-09,DOC936,Viva,Server License,9,4113.0,Voided,Remote
2025-12-05,DOC937,Devpulse,Router,9,2601.0,Open,California Office
2025-06-08,DOC938,Camimbo,Server License,17,7769.0,Paid In Full,New York Warehouse
2025-02-13,DOC939,Topdrive,Access Point,13,2119.0,Paid In Full,Texas DC
2025-11-02,DOC940,Skippad,Server License,5,2285.0,Paid In Full,Texas DC
2025-02-19,DOC941,Shufflester,Firewall,16,6656.0,Open,Remote
2025-11-28,DOC942,Photobean,Access Point,7,1141.0,Voided,Texas DC
2025-03-24,DOC943,Yombu,Server License,20,9140.0,Voided,New York Warehouse
2025-06-02,DOC944,BlogXS,Firewall,17,7072.0,Voided,Texas DC
2025-07-28,DOC945,Gigazoom,Firewall,4,1664.0,Voided,Texas DC
2025-04-27,DOC946,Rhynyx,Cloud Subscription,9,1566.0,Voided,Remote
2025-02-16,DOC947,Realcube,Router,17,4913.0,Open,California Office
2025-01-12,DOC948,Voonyx,Router,18,5202.0,Open,Remote
2025-01-12,DOC949,Gigaclub,Switch,2,532.0,Paid In Full,California Office
2025-01-14,DOC950,Kwimbee,Server License,18,8226.0,Paid In Full,New York Warehouse
2025-10-30,DOC951,Yozio,Cloud Subscription,10,1740.0,Paid In Full,California Office
2025-09-25,DOC952,Rhyloo,Switch,18,4788.0,Paid In Full,California Office
2025-02-17,DOC953,Jabbersphere,Server License,10,4570.0,Open,Texas DC
2025-10-22,DOC954,Jabbersphere,Server License,6,2742.0,Voided,Texas DC
2025-01-19,DOC955,Shufflester,Firewall,14,5824.0,Voided,New York Warehouse
2025-01-14,DOC956,Yotz,Switch,10,2660.0,Paid In Full,Texas DC
2025-12-05,DOC957,Realpoint,Cloud Subscription,5,870.0,Open,California Office
2025-03-10,DOC958,Centidel,Cloud Subscription,11,1914.0,Voided,New York Warehouse
2025-03-18,DOC959,Skilith,Cloud Subscription,12,2088.0,Voided,California Office
2025-04-07,DOC960,Edgeclub,Firewall,10,4160.0,Paid In Full,California Office
2025-07-11,DOC961,Blogtag,Cloud Subscription,15,2610.0,Open,New York Warehouse
2025-09-12,DOC962,Quaxo,Server License,13,5941.0,Paid In Full,New York Warehouse
2025-10-13,DOC963,Voonyx,Cloud Subscription,11,1914.0,Open,Remote
2025-04-21,DOC964,Jabbersphere,Firewall,2,832.0,Open,Texas DC
2025-10-22,DOC965,Talane,Firewall,14,5824.0,Paid In Full,Texas DC
2025-03-08,DOC966,Skinder,Router,13,3757.0,Voided,New York Warehouse
2025-05-01,DOC967,Buzzdog,Cloud Subscription,5,870.0,Paid In Full,Remote
2025-08-04,DOC968,Babbleopia,Router,16,4624.0,Open,Remote
2025-02-14,DOC969,Babbleopia,Switch,19,5054.0,Voided,Texas DC
2025-06-09,DOC970,Skibox,Switch,20,5320.0,Voided,New York Warehouse
2025-02-24,DOC971,Jaxworks,Switch,2,532.0,Voided,Remote
2025-01-24,DOC972,Mynte,Access Point,10,1630.0,Voided,Texas DC
2025-01-18,DOC973,Yodoo,Router,17,4913.0,Voided,California Office
2025-01-06,DOC974,Trupe,Router,14,4046.0,Open,New York Warehouse
2025-07-13,DOC975,Rhyloo,Firewall,10,4160.0,Paid In Full,Remote
2025-04-21,DOC976,Demimbu,Cloud Subscription,15,2610.0,Voided,California Office
2025-04-08,DOC977,Babbleblab,Cloud Subscription,4,696.0,Open,New York Warehouse
2025-04-29,DOC978,Jamia,Access Point,13,2119.0,Paid In Full,New York Warehouse
2025-06-14,DOC979,Vitz,Server License,5,2285.0,Open,New York Warehouse
2025-08-20,DOC980,Quatz,Access Point,1,163.0,Paid In Full,California Office
2025-04-06,DOC981,Oyoloo,Switch,1,266.0,Voided,California Office
2025-07-17,DOC982,Tagpad,Switch,14,3724.0,Voided,Texas DC
2025-04-11,DOC983,Wikizz,Firewall,17,7072.0,Paid In Full,Texas DC
2025-02-10,DOC984,Edgetag,Access Point,9,1467.0,Paid In Full,California Office
2025-06-23,DOC985,Vipe,Server License,18,8226.0,Voided,Texas DC
2025-08-21,DOC986,Edgewire,Switch,8,2128.0,Paid In Full,New York Warehouse
2025-10-05,DOC987,Tagcat,Access Point,1,163.0,Open,California Office
2025-10-14,DOC988,Mymm,Firewall,10,4160.0,Paid In Full,Texas DC
2025-01-09,DOC989,Aimbu,Firewall,11,4576.0,Paid In Full,New York Warehouse
2025-10-28,DOC990,Chatterbridge,Server License,10,4570.0,Open,Remote
2025-05-08,DOC991,Fatz,Server License,20,9140.0,Voided,California Office
2025-07-20,DOC992,Tagpad,Access Point,9,1467.0,Open,Texas DC
2025-06-19,DOC993,Browsetype,Server License,7,3199.0,Voided,Remote
2025-11-26,DOC994,Edgeblab,Cloud Subscription,11,1914.0,Paid In Full,Texas DC
2025-01-01,DOC995,Avavee,Switch,2,532.0,Paid In Full,California Office
2025-04-08,DOC996,Cogilith,Cloud Subscription,2,348.0,Voided,Remote
2025-02-08,DOC997,Yabox,Router,15,4335.0,Paid In Full,New York Warehouse
2025-10-18,DOC998,Janyx,Access Point,19,3097.0,Paid In Full,California Office
2025-08-17,DOC999,Podcat,Server License,3,1371.0,Open,New York Warehouse
2025-03-06,DOC1000,Jaxworks,Switch,12,3192.0,Paid In Full,Remote
